dt_iso,city_name,temp,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all
2015-01-01 00:00:00+01:00,Valencia,270.475,1001,77,1,62,0.0,0.0,0.0,0
2015-01-01 01:00:00+01:00,Valencia,270.475,1001,77,1,62,0.0,0.0,0.0,0
2015-01-01 02:00:00+01:00,Valencia,269.686,1002,78,0,23,0.0,0.0,0.0,0
2015-01-01 03:00:00+01:00,Valencia,269.686,1002,78,0,23,0.0,0.0,0.0,0
2015-01-01 04:00:00+01:00,Valencia,269.686,1002,78,0,23,0.0,0.0,0.0,0
2015-01-01 05:00:00+01:00,Valencia,270.29200000000003,1004,71,2,321,0.0,0.0,0.0,0
2015-01-01 06:00:00+01:00,Valencia,270.29200000000003,1004,71,2,321,0.0,0.0,0.0,0
2015-01-01 07:00:00+01:00,Valencia,270.29200000000003,1004,71,2,321,0.0,0.0,0.0,0
2015-01-01 08:00:00+01:00,Valencia,274.601,1005,71,1,307,0.0,0.0,0.0,0
2015-01-01 09:00:00+01:00,Valencia,274.601,1005,71,1,307,0.0,0.0,0.0,0
2015-01-01 10:00:00+01:00,Valencia,274.601,1005,71,1,307,0.0,0.0,0.0,0
2015-01-01 11:00:00+01:00,Valencia,284.824,1006,55,1,255,0.0,0.0,0.0,0
2015-01-01 12:00:00+01:00,Valencia,284.824,1006,55,1,255,0.0,0.0,0.0,0
2015-01-01 13:00:00+01:00,Valencia,284.824,1006,55,1,255,0.0,0.0,0.0,0
2015-01-01 14:00:00+01:00,Valencia,285.05065625,1015,52,1,248,0.0,0.0,0.0,0
2015-01-01 15:00:00+01:00,Valencia,285.27734375,1025,50,1,242,0.0,0.0,0.0,0
2015-01-01 16:00:00+01:00,Valencia,281.024,1021,67,1,230,0.0,0.0,0.0,0
2015-01-01 17:00:00+01:00,Valencia,282.744,1035,58,1,226,0.0,0.0,0.0,0
2015-01-01 18:00:00+01:00,Valencia,279.98400000000004,1035,68,1,216,0.0,0.0,0.0,0
2015-01-01 19:00:00+01:00,Valencia,277.8761875,1017,69,1,235,0.0,0.0,0.0,0
2015-01-01 20:00:00+01:00,Valencia,275.0075,1021,81,1,220,0.0,0.0,0.0,0
2015-01-01 21:00:00+01:00,Valencia,272.791,1006,84,1,235,0.0,0.0,0.0,0
2015-01-01 22:00:00+01:00,Valencia,272.791,1006,84,1,235,0.0,0.0,0.0,0
2015-01-01 23:00:00+01:00,Valencia,271.22900000000004,1006,82,1,265,0.0,0.0,0.0,0
2015-01-02 00:00:00+01:00,Valencia,271.22900000000004,1006,82,1,265,0.0,0.0,0.0,0
2015-01-02 01:00:00+01:00,Valencia,271.22900000000004,1006,82,1,265,0.0,0.0,0.0,0
2015-01-02 02:00:00+01:00,Valencia,270.664,1005,82,1,275,0.0,0.0,0.0,0
2015-01-02 03:00:00+01:00,Valencia,270.664,1005,82,1,275,0.0,0.0,0.0,0
2015-01-02 04:00:00+01:00,Valencia,270.664,1005,82,1,275,0.0,0.0,0.0,0
2015-01-02 05:00:00+01:00,Valencia,270.277,1006,78,1,284,0.0,0.0,0.0,0
2015-01-02 06:00:00+01:00,Valencia,270.277,1006,78,1,284,0.0,0.0,0.0,0
2015-01-02 07:00:00+01:00,Valencia,270.277,1006,78,1,284,0.0,0.0,0.0,0
2015-01-02 08:00:00+01:00,Valencia,274.43,1007,70,2,289,0.0,0.0,0.0,0
2015-01-02 09:00:00+01:00,Valencia,274.43,1007,70,2,289,0.0,0.0,0.0,0
2015-01-02 10:00:00+01:00,Valencia,274.43,1007,70,2,289,0.0,0.0,0.0,0
2015-01-02 11:00:00+01:00,Valencia,285.595,1007,52,1,265,0.0,0.0,0.0,0
2015-01-02 12:00:00+01:00,Valencia,286.3040000000001,1022,44,1,289,0.0,0.0,0.0,0
2015-01-02 13:00:00+01:00,Valencia,285.595,1007,52,1,265,0.0,0.0,0.0,0
2015-01-02 14:00:00+01:00,Valencia,287.2833125,1036,37,1,275,0.0,0.0,0.0,0
2015-01-02 15:00:00+01:00,Valencia,287.5536875,1036,37,1,236,0.0,0.0,0.0,0
2015-01-02 16:00:00+01:00,Valencia,282.42,1037,54,1,253,0.0,0.0,0.0,0
2015-01-02 17:00:00+01:00,Valencia,284.49165625,1036,48,1,196,0.0,0.0,0.0,0
2015-01-02 18:00:00+01:00,Valencia,281.15934375,1036,59,1,194,0.0,0.0,0.0,0
2015-01-02 19:00:00+01:00,Valencia,277.545,1006,81,1,226,0.0,0.0,0.0,0
2015-01-02 20:00:00+01:00,Valencia,275.707,1022,75,1,227,0.0,0.0,0.0,0
2015-01-02 21:00:00+01:00,Valencia,273.587,1007,79,1,262,0.0,0.0,0.0,0
2015-01-02 22:00:00+01:00,Valencia,273.587,1007,79,1,262,0.0,0.0,0.0,0
2015-01-02 23:00:00+01:00,Valencia,272.333,1007,78,1,271,0.0,0.0,0.0,0
2015-01-03 00:00:00+01:00,Valencia,272.333,1007,78,1,271,0.0,0.0,0.0,0
2015-01-03 01:00:00+01:00,Valencia,272.333,1007,78,1,271,0.0,0.0,0.0,0
2015-01-03 02:00:00+01:00,Valencia,271.967,1006,80,1,266,0.0,0.0,0.0,8
2015-01-03 03:00:00+01:00,Valencia,271.967,1006,80,1,266,0.0,0.0,0.0,8
2015-01-03 04:00:00+01:00,Valencia,271.967,1006,80,1,266,0.0,0.0,0.0,8
2015-01-03 05:00:00+01:00,Valencia,271.969,1005,80,2,265,0.0,0.0,0.0,12
2015-01-03 06:00:00+01:00,Valencia,271.969,1005,80,2,265,0.0,0.0,0.0,12
2015-01-03 07:00:00+01:00,Valencia,271.969,1005,80,2,265,0.0,0.0,0.0,12
2015-01-03 08:00:00+01:00,Valencia,275.827,1006,78,2,261,0.0,0.0,0.0,0
2015-01-03 09:00:00+01:00,Valencia,275.827,1006,78,2,261,0.0,0.0,0.0,0
2015-01-03 10:00:00+01:00,Valencia,275.827,1006,78,2,261,0.0,0.0,0.0,0
2015-01-03 11:00:00+01:00,Valencia,287.968,1005,51,2,272,0.0,0.0,0.0,0
2015-01-03 12:00:00+01:00,Valencia,287.968,1005,51,2,272,0.0,0.0,0.0,0
2015-01-03 13:00:00+01:00,Valencia,287.968,1005,51,2,272,0.0,0.0,0.0,0
2015-01-03 14:00:00+01:00,Valencia,287.968,1005,51,2,272,0.0,0.0,0.0,0
2015-01-03 15:00:00+01:00,Valencia,290.323,1003,51,2,260,0.0,0.0,0.0,0
2015-01-03 16:00:00+01:00,Valencia,288.18425,1010,55,2,261,0.0,0.0,0.0,0
2015-01-03 17:00:00+01:00,Valencia,287.5973125,1032,53,2,265,0.0,0.0,0.0,0
2015-01-03 18:00:00+01:00,Valencia,284.6826875,1032,60,2,264,0.0,0.0,0.0,0
2015-01-03 19:00:00+01:00,Valencia,281.768,1003,72,2,264,0.0,0.0,0.0,0
2015-01-03 20:00:00+01:00,Valencia,277.502,1003,79,2,272,0.0,0.0,0.0,0
2015-01-03 21:00:00+01:00,Valencia,277.502,1003,79,2,272,0.0,0.0,0.0,0
2015-01-03 22:00:00+01:00,Valencia,277.502,1003,79,2,272,0.0,0.0,0.0,0
2015-01-03 23:00:00+01:00,Valencia,276.168,1003,78,2,278,0.0,0.0,0.0,0
2015-01-04 00:00:00+01:00,Valencia,276.168,1003,78,2,278,0.0,0.0,0.0,0
2015-01-04 01:00:00+01:00,Valencia,276.168,1003,78,2,278,0.0,0.0,0.0,0
2015-01-04 02:00:00+01:00,Valencia,275.243,1002,77,2,274,0.0,0.0,0.0,0
2015-01-04 03:00:00+01:00,Valencia,275.243,1002,77,2,274,0.0,0.0,0.0,0
2015-01-04 04:00:00+01:00,Valencia,275.243,1002,77,2,274,0.0,0.0,0.0,0
2015-01-04 05:00:00+01:00,Valencia,274.779,1002,75,2,282,0.0,0.0,0.0,0
2015-01-04 06:00:00+01:00,Valencia,274.779,1002,75,2,282,0.0,0.0,0.0,0
2015-01-04 07:00:00+01:00,Valencia,274.779,1002,75,2,282,0.0,0.0,0.0,0
2015-01-04 08:00:00+01:00,Valencia,277.761,1003,74,1,285,0.0,0.0,0.0,0
2015-01-04 09:00:00+01:00,Valencia,277.761,1003,74,1,285,0.0,0.0,0.0,0
2015-01-04 10:00:00+01:00,Valencia,277.761,1003,74,1,285,0.0,0.0,0.0,0
2015-01-04 11:00:00+01:00,Valencia,277.761,1003,74,1,285,0.0,0.0,0.0,0
2015-01-04 12:00:00+01:00,Valencia,288.936,1002,57,1,284,0.0,0.0,0.0,0
2015-01-04 13:00:00+01:00,Valencia,288.936,1002,57,1,284,0.0,0.0,0.0,0
2015-01-04 14:00:00+01:00,Valencia,289.305,1002,55,1,207,0.0,0.0,0.0,0
2015-01-04 15:00:00+01:00,Valencia,289.6740000000001,1001,53,1,130,0.0,0.0,0.0,0
2015-01-04 16:00:00+01:00,Valencia,289.742,1001,57,1,173,0.0,0.0,0.0,0
2015-01-04 17:00:00+01:00,Valencia,285.2135,1001,74,1,132,0.0,0.0,0.0,0
2015-01-04 18:00:00+01:00,Valencia,280.685,1002,92,2,92,0.0,0.0,0.0,0
2015-01-04 19:00:00+01:00,Valencia,278.057,1002,89,1,95,0.0,0.0,0.0,0
2015-01-04 20:00:00+01:00,Valencia,275.42900000000003,1003,87,1,99,0.0,0.0,0.0,0
2015-01-04 21:00:00+01:00,Valencia,275.42900000000003,1018,91,1,99,0.0,0.0,0.0,0
2015-01-04 22:00:00+01:00,Valencia,275.42900000000003,1003,87,1,99,0.0,0.0,0.0,0
2015-01-04 23:00:00+01:00,Valencia,274.5185,1018,91,1,224,0.0,0.0,0.0,0
2015-01-05 00:00:00+01:00,Valencia,273.608,1003,86,1,349,0.0,0.0,0.0,0
2015-01-05 01:00:00+01:00,Valencia,273.608,1003,86,1,349,0.0,0.0,0.0,0
2015-01-05 02:00:00+01:00,Valencia,273.553,1003,84,2,317,0.0,0.0,0.0,0
2015-01-05 03:00:00+01:00,Valencia,273.553,1003,84,2,317,0.0,0.0,0.0,0
2015-01-05 04:00:00+01:00,Valencia,273.553,1003,84,2,317,0.0,0.0,0.0,0
2015-01-05 05:00:00+01:00,Valencia,273.61400000000003,1002,84,1,326,0.0,0.0,0.0,0
2015-01-05 06:00:00+01:00,Valencia,273.61400000000003,1002,84,1,326,0.0,0.0,0.0,0
2015-01-05 07:00:00+01:00,Valencia,273.61400000000003,1002,84,1,326,0.0,0.0,0.0,0
2015-01-05 08:00:00+01:00,Valencia,277.061,1002,83,1,324,0.0,0.0,0.0,0
2015-01-05 09:00:00+01:00,Valencia,277.061,1002,83,1,324,0.0,0.0,0.0,0
2015-01-05 10:00:00+01:00,Valencia,276.909,1001,84,1,299,0.0,0.0,0.0,0
2015-01-05 11:00:00+01:00,Valencia,286.983,1001,68,1,201,0.0,0.0,0.0,0
2015-01-05 12:00:00+01:00,Valencia,286.983,1001,68,1,201,0.0,0.0,0.0,0
2015-01-05 13:00:00+01:00,Valencia,286.983,1001,68,1,201,0.0,0.0,0.0,0
2015-01-05 14:00:00+01:00,Valencia,288.058,998,63,1,199,0.0,0.0,0.0,0
2015-01-05 15:00:00+01:00,Valencia,287.702,1013,64,1,174,0.0,0.0,0.0,0
2015-01-05 16:00:00+01:00,Valencia,284.9120000000001,1010,76,1,169,0.0,0.0,0.0,0
2015-01-05 17:00:00+01:00,Valencia,284.96165625,1028,76,1,141,0.0,0.0,0.0,0
2015-01-05 18:00:00+01:00,Valencia,282.57734375,1028,86,1,133,0.0,0.0,0.0,0
2015-01-05 19:00:00+01:00,Valencia,278.664,1005,84,1,118,0.0,0.0,0.0,0
2015-01-05 20:00:00+01:00,Valencia,275.77,998,91,0,108,0.0,0.0,0.0,0
2015-01-05 21:00:00+01:00,Valencia,275.77,998,91,0,108,0.0,0.0,0.0,0
2015-01-05 22:00:00+01:00,Valencia,275.77,998,91,0,108,0.0,0.0,0.0,0
2015-01-05 23:00:00+01:00,Valencia,274.8905,997,88,1,196,0.0,0.0,0.0,0
2015-01-06 00:00:00+01:00,Valencia,274.011,996,86,1,285,0.0,0.0,0.0,0
2015-01-06 01:00:00+01:00,Valencia,274.011,996,86,1,285,0.0,0.0,0.0,0
2015-01-06 02:00:00+01:00,Valencia,273.142,995,86,1,265,0.0,0.0,0.0,0
2015-01-06 03:00:00+01:00,Valencia,273.142,995,86,1,265,0.0,0.0,0.0,0
2015-01-06 04:00:00+01:00,Valencia,273.142,995,86,1,265,0.0,0.0,0.0,0
2015-01-06 04:00:00+01:00,Valencia,273.142,995,86,1,265,0.0,0.0,0.0,0
2015-01-06 05:00:00+01:00,Valencia,272.325,995,86,1,276,0.0,0.0,0.0,8
2015-01-06 06:00:00+01:00,Valencia,272.325,995,86,1,276,0.0,0.0,0.0,8
2015-01-06 07:00:00+01:00,Valencia,272.325,995,86,1,276,0.0,0.0,0.0,8
2015-01-06 08:00:00+01:00,Valencia,275.545,995,90,1,284,0.0,0.0,0.0,8
2015-01-06 09:00:00+01:00,Valencia,275.545,995,90,1,284,0.0,0.0,0.0,8
2015-01-06 10:00:00+01:00,Valencia,275.545,995,90,1,284,0.0,0.0,0.0,8
2015-01-06 11:00:00+01:00,Valencia,285.676,995,68,1,276,0.0,0.0,0.0,0
2015-01-06 12:00:00+01:00,Valencia,285.676,995,68,1,276,0.0,0.0,0.0,0
2015-01-06 13:00:00+01:00,Valencia,286.4,994,66,1,206,0.0,0.0,0.0,0
2015-01-06 14:00:00+01:00,Valencia,287.124,994,64,0,136,0.0,0.0,0.0,0
2015-01-06 15:00:00+01:00,Valencia,287.124,994,64,0,136,0.0,0.0,0.0,0
2015-01-06 16:00:00+01:00,Valencia,283.237,995,79,0,110,0.0,0.0,0.0,4
2015-01-06 17:00:00+01:00,Valencia,279.35,995,94,1,85,0.0,0.0,0.0,8
2015-01-06 18:00:00+01:00,Valencia,279.973,995,96,1,87,0.0,0.0,0.0,24
2015-01-06 19:00:00+01:00,Valencia,278.3905,996,95,1,78,0.0,0.0,0.0,44
2015-01-06 20:00:00+01:00,Valencia,276.808,996,94,1,70,0.0,0.0,0.0,64
2015-01-06 21:00:00+01:00,Valencia,276.808,1011,96,1,70,0.0,0.0,0.0,64
2015-01-06 22:00:00+01:00,Valencia,278.16334375,997,95,1,254,0.0,0.0,0.0,82
2015-01-06 23:00:00+01:00,Valencia,278.841,997,96,1,347,0.0,0.0,0.0,92
2015-01-07 00:00:00+01:00,Valencia,278.841,997,96,1,347,0.0,0.0,0.0,92
2015-01-07 01:00:00+01:00,Valencia,278.841,997,96,1,347,0.0,0.0,0.0,92
2015-01-07 02:00:00+01:00,Valencia,279.626,998,99,1,314,0.3,0.0,0.0,88
2015-01-07 03:00:00+01:00,Valencia,279.626,998,99,1,314,0.3,0.0,0.0,88
2015-01-07 04:00:00+01:00,Valencia,279.626,998,99,1,314,0.3,0.0,0.0,88
2015-01-07 05:00:00+01:00,Valencia,278.987,998,96,2,329,0.0,0.0,0.0,48
2015-01-07 06:00:00+01:00,Valencia,278.987,998,96,2,329,0.0,0.0,0.0,48
2015-01-07 07:00:00+01:00,Valencia,278.987,998,96,2,329,0.0,0.0,0.0,48
2015-01-07 08:00:00+01:00,Valencia,278.0316875,1029,90,1,344,0.3,0.0,0.0,68
2015-01-07 09:00:00+01:00,Valencia,278.77334375,1030,86,2,342,0.3,0.0,0.0,80
2015-01-07 10:00:00+01:00,Valencia,281.3868125,1011,83,1,296,0.3,0.0,0.0,27
2015-01-07 11:00:00+01:00,Valencia,281.8165,1015,79,1,302,0.3,0.0,0.0,50
2015-01-07 12:00:00+01:00,Valencia,284.118,1000,77,1,264,0.0,0.0,0.0,8
2015-01-07 13:00:00+01:00,Valencia,284.3325,1007,75,1,234,0.3,0.0,0.0,8
2015-01-07 14:00:00+01:00,Valencia,284.11334375,1030,72,1,250,0.3,0.0,0.0,32
2015-01-07 15:00:00+01:00,Valencia,284.5446875,1030,72,1,199,0.3,0.0,0.0,20
2015-01-07 16:00:00+01:00,Valencia,281.38,1031,85,1,204,0.3,0.0,0.0,26
2015-01-07 17:00:00+01:00,Valencia,283.01,1030,80,1,133,0.3,0.0,0.0,8
2015-01-07 18:00:00+01:00,Valencia,281.04400000000004,1030,88,1,119,0.3,0.0,0.0,8
2015-01-07 19:00:00+01:00,Valencia,280.3815,1031,87,1,138,0.0,0.0,0.0,26
2015-01-07 20:00:00+01:00,Valencia,278.85,1032,93,1,136,0.0,0.0,0.0,32
2015-01-07 21:00:00+01:00,Valencia,278.25,1032,94,1,136,0.0,0.0,0.0,32
2015-01-07 22:00:00+01:00,Valencia,277.85,1033,94,1,220,0.0,0.0,0.0,50
2015-01-07 23:00:00+01:00,Valencia,277.45,1033,95,2,305,0.0,0.0,0.0,68
2015-01-08 00:00:00+01:00,Valencia,279.85,1033,94,2,305,0.0,0.0,0.0,68
2015-01-08 01:00:00+01:00,Valencia,278.95,1033,94,1,303,0.0,0.0,0.0,46
2015-01-08 02:00:00+01:00,Valencia,278.05,1033,95,1,302,0.0,0.0,0.0,24
2015-01-08 03:00:00+01:00,Valencia,277.25,1034,95,1,302,0.0,0.0,0.0,24
2015-01-08 04:00:00+01:00,Valencia,276.75,1034,95,1,302,0.0,0.0,0.0,24
2015-01-08 05:00:00+01:00,Valencia,276.45,1034,96,1,302,0.0,0.0,0.0,24
2015-01-08 06:00:00+01:00,Valencia,276.05,1034,95,1,286,0.0,0.0,0.0,0
2015-01-08 07:00:00+01:00,Valencia,275.55,1035,95,1,286,0.0,0.0,0.0,0
2015-01-08 08:00:00+01:00,Valencia,275.15,1036,95,1,286,0.0,0.0,0.0,0
2015-01-08 09:00:00+01:00,Valencia,278.35,1037,95,2,296,0.0,0.0,0.0,0
2015-01-08 10:00:00+01:00,Valencia,282.05,1037,82,2,296,0.0,0.0,0.0,0
2015-01-08 11:00:00+01:00,Valencia,284.25,1037,68,2,296,0.0,0.0,0.0,0
2015-01-08 12:00:00+01:00,Valencia,285.55,1037,65,1,158,0.0,0.0,0.0,0
2015-01-08 13:00:00+01:00,Valencia,286.85,1036,54,1,252,0.0,0.0,0.0,0
2015-01-08 14:00:00+01:00,Valencia,287.75,1036,52,1,222,0.0,0.0,0.0,0
2015-01-08 15:00:00+01:00,Valencia,289.05,1037,46,3,145,0.0,0.0,0.0,0
2015-01-08 16:00:00+01:00,Valencia,286.675,1037,55,2,155,0.0,0.0,0.0,0
2015-01-08 17:00:00+01:00,Valencia,283.982,1037,69,1,213,0.0,0.0,0.0,0
2015-01-08 18:00:00+01:00,Valencia,281.766,1038,76,1,199,0.0,0.0,0.0,0
2015-01-08 19:00:00+01:00,Valencia,279.55,1038,84,1,186,0.0,0.0,0.0,0
2015-01-08 20:00:00+01:00,Valencia,278.85,1038,84,6,310,0.0,0.0,0.0,0
2015-01-08 21:00:00+01:00,Valencia,281.05,1039,72,3,359,0.0,0.0,0.0,0
2015-01-08 22:00:00+01:00,Valencia,280.25,1040,79,6,223,0.0,0.0,0.0,0
2015-01-08 23:00:00+01:00,Valencia,278.85,1040,80,1,27,0.0,0.0,0.0,0
2015-01-09 00:00:00+01:00,Valencia,277.75,1040,82,1,294,0.0,0.0,0.0,0
2015-01-09 01:00:00+01:00,Valencia,276.95,1040,83,1,294,0.0,0.0,0.0,0
2015-01-09 02:00:00+01:00,Valencia,277.45,1040,77,1,310,0.0,0.0,0.0,0
2015-01-09 03:00:00+01:00,Valencia,278.95,1041,70,1,310,0.0,0.0,0.0,0
2015-01-09 04:00:00+01:00,Valencia,277.05,1041,76,1,310,0.0,0.0,0.0,0
2015-01-09 05:00:00+01:00,Valencia,277.0,1041,76,1,310,0.0,0.0,0.0,0
2015-01-09 06:00:00+01:00,Valencia,276.95,1041,77,1,311,0.0,0.0,0.0,0
2015-01-09 07:00:00+01:00,Valencia,276.6,1041,77,1,311,0.0,0.0,0.0,0
2015-01-09 08:00:00+01:00,Valencia,276.25,1042,78,1,311,0.0,0.0,0.0,0
2015-01-09 09:00:00+01:00,Valencia,276.545,1042,77,1,305,0.0,0.0,0.0,0
2015-01-09 10:00:00+01:00,Valencia,284.85,1042,53,2,303,0.0,0.0,0.0,0
2015-01-09 11:00:00+01:00,Valencia,282.295,1041,60,2,265,0.0,0.0,0.0,0
2015-01-09 12:00:00+01:00,Valencia,287.75,1041,45,3,231,0.0,0.0,0.0,0
2015-01-09 13:00:00+01:00,Valencia,289.35,1040,41,4,242,0.0,0.0,0.0,0
2015-01-09 14:00:00+01:00,Valencia,290.95,1039,37,6,254,0.0,0.0,0.0,0
2015-01-09 15:00:00+01:00,Valencia,289.956,1039,43,4,247,0.0,0.0,0.0,0
2015-01-09 16:00:00+01:00,Valencia,286.82040625,1040,55,4,248,0.0,0.0,0.0,0
2015-01-09 17:00:00+01:00,Valencia,286.1833125,1040,61,1,240,0.0,0.0,0.0,0
2015-01-09 18:00:00+01:00,Valencia,283.40465625,1040,72,1,240,0.0,0.0,0.0,0
2015-01-09 19:00:00+01:00,Valencia,285.278,1040,56,1,250,0.0,0.0,0.0,0
2015-01-09 20:00:00+01:00,Valencia,284.05,1040,59,1,253,0.0,0.0,0.0,0
2015-01-09 21:00:00+01:00,Valencia,280.163,1040,70,1,253,0.0,0.0,0.0,0
2015-01-09 22:00:00+01:00,Valencia,280.26040625,1039,70,1,257,0.0,0.0,0.0,0
2015-01-09 23:00:00+01:00,Valencia,275.7093125,1039,83,1,257,0.0,0.0,0.0,0
2015-01-10 00:00:00+01:00,Valencia,275.14265625,1039,85,1,260,0.0,0.0,0.0,0
2015-01-10 01:00:00+01:00,Valencia,280.5315,1038,63,1,253,0.0,0.0,0.0,0
2015-01-10 02:00:00+01:00,Valencia,281.95,1038,57,1,254,0.0,0.0,0.0,0
2015-01-10 03:00:00+01:00,Valencia,278.147,1037,72,1,262,0.0,0.0,0.0,0
2015-01-10 04:00:00+01:00,Valencia,284.15,1036,45,8,294,0.0,0.0,0.0,0
2015-01-10 05:00:00+01:00,Valencia,279.797,1035,64,3,271,0.0,0.0,0.0,0
2015-01-10 06:00:00+01:00,Valencia,285.25,1034,41,6,272,0.0,0.0,0.0,0
2015-01-10 07:00:00+01:00,Valencia,285.75,1034,37,4,287,0.0,0.0,0.0,0
2015-01-10 08:00:00+01:00,Valencia,286.25,1034,34,3,303,0.0,0.0,0.0,0
2015-01-10 09:00:00+01:00,Valencia,282.5835,1034,49,2,298,0.0,0.0,0.0,0
2015-01-10 10:00:00+01:00,Valencia,285.75,1034,43,1,298,0.0,0.0,0.0,0
2015-01-10 11:00:00+01:00,Valencia,284.8835,1034,47,5,277,0.0,0.0,0.0,0
2015-01-10 12:00:00+01:00,Valencia,290.85,1033,30,8,261,0.0,0.0,0.0,0
2015-01-10 13:00:00+01:00,Valencia,292.4,1031,28,12,251,0.0,0.0,0.0,0
2015-01-10 14:00:00+01:00,Valencia,293.95,1030,26,17,241,0.0,0.0,0.0,0
2015-01-10 15:00:00+01:00,Valencia,292.681,1030,38,9,244,0.0,0.0,0.0,0
2015-01-10 16:00:00+01:00,Valencia,294.85,1028,25,3,285,0.0,0.0,0.0,0
2015-01-10 17:00:00+01:00,Valencia,291.231,1029,43,3,278,0.0,0.0,0.0,0
2015-01-10 18:00:00+01:00,Valencia,291.05,1028,36,6,309,0.0,0.0,0.0,0
2015-01-10 19:00:00+01:00,Valencia,290.9,1028,35,7,298,0.0,0.0,0.0,0
2015-01-10 20:00:00+01:00,Valencia,290.75,1028,34,8,287,0.0,0.0,0.0,0
2015-01-10 21:00:00+01:00,Valencia,290.15,1027,32,5,306,0.0,0.0,0.0,0
2015-01-10 22:00:00+01:00,Valencia,289.55,1027,31,3,326,0.0,0.0,0.0,0
2015-01-10 23:00:00+01:00,Valencia,289.0,1027,31,8,311,0.0,0.0,0.0,0
2015-01-11 00:00:00+01:00,Valencia,288.45,1026,32,12,297,0.0,0.0,0.0,0
2015-01-11 01:00:00+01:00,Valencia,288.05,1026,31,17,265,0.0,0.0,0.0,0
2015-01-11 02:00:00+01:00,Valencia,287.65,1025,30,22,233,0.0,0.0,0.0,0
2015-01-11 03:00:00+01:00,Valencia,280.946,1026,59,11,242,0.0,0.0,0.0,0
2015-01-11 04:00:00+01:00,Valencia,288.15,1025,24,4,255,0.0,0.0,0.0,0
2015-01-11 05:00:00+01:00,Valencia,279.996,1026,58,5,270,0.0,0.0,0.0,0
2015-01-11 06:00:00+01:00,Valencia,285.75,1025,28,11,288,0.0,0.0,0.0,0
2015-01-11 07:00:00+01:00,Valencia,284.95,1026,31,9,294,0.0,0.0,0.0,0
2015-01-11 08:00:00+01:00,Valencia,284.15,1026,34,8,301,0.0,0.0,0.0,0
2015-01-11 09:00:00+01:00,Valencia,285.55,1028,38,2,288,0.0,0.0,0.0,0
2015-01-11 10:00:00+01:00,Valencia,286.65,1028,39,2,288,0.0,0.0,0.0,0
2015-01-11 11:00:00+01:00,Valencia,288.25,1028,37,4,252,0.0,0.0,0.0,0
2015-01-11 12:00:00+01:00,Valencia,289.35,1027,36,8,231,0.0,0.0,0.0,20
2015-01-11 13:00:00+01:00,Valencia,291.05,1026,33,8,220,0.0,0.0,0.0,0
2015-01-11 14:00:00+01:00,Valencia,293.05,1025,33,3,343,0.0,0.0,0.0,0
2015-01-11 15:00:00+01:00,Valencia,293.95,1026,32,3,6,0.0,0.0,0.0,0
2015-01-11 16:00:00+01:00,Valencia,293.25,1027,35,3,343,0.0,0.0,0.0,0
2015-01-11 17:00:00+01:00,Valencia,290.35,1028,45,8,62,0.0,0.0,0.0,12
2015-01-11 18:00:00+01:00,Valencia,285.741,1030,59,4,202,0.0,0.0,0.0,6
2015-01-11 19:00:00+01:00,Valencia,286.08334375,1030,59,3,24,0.0,0.0,0.0,4
2015-01-11 20:00:00+01:00,Valencia,283.95,1031,66,1,5,0.0,0.0,0.0,0
2015-01-11 21:00:00+01:00,Valencia,281.55,1032,73,1,51,0.0,0.0,0.0,0
2015-01-11 22:00:00+01:00,Valencia,280.55,1033,76,1,51,0.0,0.0,0.0,0
2015-01-11 23:00:00+01:00,Valencia,279.95,1033,79,1,348,0.0,0.0,0.0,0
2015-01-12 00:00:00+01:00,Valencia,279.25,1034,84,1,348,0.0,0.0,0.0,0
2015-01-12 01:00:00+01:00,Valencia,278.95,1034,86,1,348,0.0,0.0,0.0,0
2015-01-12 02:00:00+01:00,Valencia,278.95,1034,86,1,349,0.0,0.0,0.0,92
2015-01-12 03:00:00+01:00,Valencia,279.45,1034,88,1,349,0.0,0.0,0.0,92
2015-01-12 04:00:00+01:00,Valencia,279.75,1033,91,1,349,0.0,0.0,0.0,92
2015-01-12 05:00:00+01:00,Valencia,279.35,1033,93,2,342,0.0,0.0,0.0,88
2015-01-12 06:00:00+01:00,Valencia,279.25,1034,94,2,342,0.0,0.0,0.0,88
2015-01-12 07:00:00+01:00,Valencia,278.25,1034,94,2,342,0.0,0.0,0.0,88
2015-01-12 08:00:00+01:00,Valencia,281.95,1034,88,3,332,0.0,0.0,0.0,92
2015-01-12 09:00:00+01:00,Valencia,283.35,1035,84,3,353,0.0,0.0,0.0,92
2015-01-12 10:00:00+01:00,Valencia,284.55,1035,82,1,45,0.0,0.0,0.0,92
2015-01-12 11:00:00+01:00,Valencia,286.15,1034,76,4,20,0.0,0.0,0.0,24
2015-01-12 12:00:00+01:00,Valencia,286.95,1033,70,1,142,0.0,0.0,0.0,24
2015-01-12 13:00:00+01:00,Valencia,288.05,1032,65,4,121,0.0,0.0,0.0,24
2015-01-12 14:00:00+01:00,Valencia,288.65,1031,62,4,120,0.0,0.0,0.0,0
2015-01-12 15:00:00+01:00,Valencia,289.65,1030,60,4,197,0.0,0.0,0.0,0
2015-01-12 16:00:00+01:00,Valencia,287.75,1030,72,1,135,0.0,0.0,0.0,0
